note,lang
"Roast batches that do not fall in the desired roast level range or which present underdeveloped, burnt, or baked characteristics should not be used for cupping, and the roast batch should be repeated",en
"Consistency and Other Considerations Assuming the objective of cupping is to assess green coffee samples, the effect of roasting on the variability of coffee flavor should be minimized, so that flavor variability is due to the variations among green coffees and not due to the differences in roasting conditions",en
"For that reason, all controllable conditions and parameters—such as roaster unit, sample size, load temperature, power, final roast level, cooling time, and resting time—should be kept as constant as possible across samples, especially when they will be tasted in the same session",en
"It is not advisable to shift the power during each roast, as we cannot guarantee all samples will receive an equivalent treatment",en
"Therefore, a constant power level throughout the roast and across all roasts is best when roasting similar coffees for a given session",en
"In some situations, especially when the amount of coffee required for cupping is larger than the roaster’s capacity, it may be necessary to roast several small batches and combine them",en
"In situations where both descriptive and affective assessments will be done separately on the same sample, the coffee used for both assessments should come from either the same roasting batch or the same combination of multiple batches, so that the roast for both assessments remains the same",en
"t in the so-called “baked” bean, where the structure of the bean becomes brittle and the overall flavor and aroma intensity becomes subdued, often with “grain” notes.",en
"In situations where both descriptive and affective assessments will be done separately on the same sample, the coffee used for both assessments should come from either the same roasting batch or the same combination of multiple batches, so that the roast for both assessments remains the same",en
"When they reach room temperature (approximately 20°C), completed samples should then be stored in airtight containers or non-permeable bags until cupping",en
"If the cupping cannot take place at 8 to 24 hours after roasting, measures should be taken to minimize flavor degradation",en
"For the affective assessment, the cupping method is recommended",en
"In coffee cupping, several cups are brewed from the same coffee sample",en
"As each cup is brewed individually in coffee cupping, the specifications of the cups or cupping vessels are important",en
Cupping vessels shall be of tempered glass or ceramic material,en
The volume of the cupping vessel to the rim should be determined to calculate the mass of coffee to be used,en
"When they reach room temperature (approximately 20°C), completed samples should then be stored in airtight containers or non-permeable bags until cupping.",en
The volume of the cupping vessel to the rim should be determined to calculate the mass of coffee to be used,en
"Once the cupping vessel volume is measured, the mass of coffee per cup is calculated at a ratio of 8",en
"For example, for a cupping vessel with a capacity of 240 mL, a target mass of 13",en
The sample shall be ground as close to the cupping as possible,en
The coffee used for cupping shall be ground so that 70–75% of the grinds pass through the 20 US standard mesh sieve (850 µm aperture),en
"For that reason, the cupping approach is not required for the descriptive assessment, though it may be used if the assessor so decides",en
A small amount of dry coffee grounds from each sample shall be kept aside for tasters to assess the coffee’s fragrance,en
Cupping Steps and Sections,en
"Regardless of the type of assessment (descriptive or affective), similar steps and sections are followed (the “hardware” of a cupping) as the coffee is brewed and assessed",en
The sample shall be ground as close to the cupping as possible. Samples should be covered between grinding and brewing.,en
"Regardless of the type of assessment (descriptive or affective), similar steps and sections are followed (the “hardware” of a cupping) as the coffee is brewed and assessed. This text",en
A small amount of dry coffee grounds from each sample shall be kept aside for tasters to assess the coffee’s fragrance,en
Cupping Steps and Sections,en
"Regardless of the type of assessment (descriptive or affective), similar steps and sections are followed (the “hardware” of a cupping) as the coffee is brewed and assessed",en
This text section describes the cupping steps for the affective assessment and how they can be adapted for batch brewing in the case of the descriptive assessment,en
"The cupping steps are operations followed during the cupping procedure, while the cupping sections are abstract categorizations of the sensory perceptions along the cupping procedure (e",en
", “fragrance”), in order to break down the whole sensory experience into smaller sections that can be better analyzed",en
"Step 1 – Prior to brewing, and fragrance assessment As soon as it is practical, the fragrance of the samples should be evaluated by sniffing the dry grounds",en
"This odor of the dry grounds is the fragrance section, which is purely olfactive",en
"In the case of descriptive assessment, a separate cup or tray with the dry grounds shall be made available for tasters to assess the fragrance",en
"Step 2 – Brewing and aroma assessment Immediately following fragrance assessment, the coffee should be brewed (see 5",en
"The aroma of the undisturbed crust is assessed, and the crust is left unbroken for at least three minutes but not more than five minutes",en
"Both assessments (of the unbroken crust and during the break) constitute the aroma section, which is also purely olfactive",en
"Starting at the crust break and throughout the whole cupping, spoons shall be rinsed before they touch the brew in any cup",en
"At any rate, there is no crust-aroma assessment and no crust breaking when batch",en
"In the case of descriptive assessment, a separate cup or tray with the dry grounds shall be made available for tasters to assess the fragrance.",en
"Starting at the crust break and throughout the whole cupping, spoons shall be rinsed before they touch the brew in any cup. This is done to avoid carrying over A System to Assess Coffee Value 24",en
"At any rate, there is no crust-aroma assessment and no crust breaking when batch brew is used, though the aroma should still be assessed from the freshly brewed coffee",en
"The brew is assessed in the mouth regarding the different cupping sections, and it is then ejected from the mouth, to avoid swallowing too much caffeine in a cupping session",en
Different rounds of liquoring (at least three) should be done to assess the different cupping sections as the coffee cools down below body temperature,en
"retronasal olfactory perceptions, while the brew is held in the mouth",en
Aftertaste is the composite perception of gustative and retronasal olfactory,en
perceptions coming from the brew’s residues in the body once the brew has been ejected from the mouth (or swallowed),en
Acidity refers to the gustative perceptions structured around the brew’s,en
"Mouthfeel refers to the tactile feel of the brew, comprising its heaviness",en
"(viscosity), texture and other tactile sensations, such as astringency (mouthdrying sensation)",en
Brewing and Cupping Mechanics,en
"A cupping session involves the cupping of several coffee samples (usually 3–6) arranged on a table, where each sample is cupped following the steps in 5",en
The recommended surface for cupping tables (for six people) is of at least 0,en
Cupping tables sha,en
"retronasal olfactory perceptions, while the brew is held in the mouth. It has, thus, a gustative and a retronasal dimension.",en
2. Aftertaste is the composite perception of gustative and retronasal olfactory,en
3. Acidity refers to the gustative perceptions structured around the brew’s,en
"5. Mouthfeel refers to the tactile feel of the brew, comprising its heaviness",en
"(viscosity), texture and other tactile sensations, such as astringency (mouthdrying sensation).",en
Brewing and Cupping Mechanics,en
"A cupping session involves the cupping of several coffee samples (usually 3–6) arranged on a table, where each sample is cupped following the steps in 5",en
The recommended surface for cupping tables (for six people) is of at least 0,en
Cupping tables shall be a comfortable height for cuppers,en
"The cupping table shall be stationary, and cuppers shall move around the table",en
"Rapid cupping of many samples per session for quality control or quick decision-making purposes is outside the scope of this protocol, as the level of detail required for this protocol decreases beyond six coffees per session",en
"If the cupping lab does not have enough carafes to brew all coffees individually, there should be at least one large carafe for every three coffees",en
The characteristics of the water used for cupping greatly impact the coffee sensory attributes,en
"Whenever possible, water for cupping should comply with the specifications in the “acceptable range” column of Table 5",en
Table 5 Specifications of Water for Cupping Characteristic Acceptable Range Chlorine None Calcium Hardness 50–175 ppm CaCO,en
"lowed), to facilitate retronasal perception. 5.3. Brewing and Cupping Mechanics",en
"Cupping tables shall be a comfortable height for cuppers. The cupping table shall be stationary, and cuppers shall move around the table.",en
Table 5 Specifications of Water for Cupping Characteristic Acceptable Range Chlorine None Calcium Hardness 50–175 ppm CaCO,en
"The number of cups may be given by the number of cuppers tasting on each table and the size of the cupping vessels: more cuppers require more volume of brew, which may be given by larger vessels or a larger number of cups",en
"To do this, spoons would not be used to liquor the coffee from the cupping vessel",en
"Instead, each sample has a designated spoon, which is used to transfer the coffee from the cupping vessel to a personal vessel (another spoon or a shot glass), from which the cupper would slurp the sample",en
"Regardless, the spoon shall be rinsed in hot water every time, before being dipped in each cupping vessel",en
Cupping Sections,en
"Cupping sections are, for the most part, aspects of the coffee-tasting experience, which is split in parts, for the purpose of analysis, either along time or based on the different sensory modalities involved",en
"The orthonasal olfactory perception of the coffee grounds prior to brewing, i",en
Assessed in step 1: fragrance assessment,en
"The orthonasal olfactory perception of the coffee brew, assessed at two moments: right after brewing and while the crust is broken (i",en
"The perception coming from both the taste of the brew and the brew’s retronasal olfactory component, while the brew is in the mouth",en
"The perception coming from both the taste and the retronasal olfactory component caused by the remnants of the brew inside the mouth and throat, a",en
6.1. Cupping Sections,en
"Fragrance. The orthonasal olfactory perception of the coffee grounds prior to brewing, i.e., the smell of the coffee grounds. See 5.2. Assessed in step 1: fragrance assessment.",en
"Aftertaste. The perception coming from both the taste and the retronasal olfactory component caused by the remnants of the brew inside the mouth and throat, a",en
"For example, “floral” is exemplified by Le Nez du Café
12 – “Coffee Blossom” (among other suggested examples), but the Flavor Wheel
includes Black Tea, Chamomile, Rose, and Jasmin as the notes belonging to the “Floral” category",en
"The perception coming from both the taste of the brew and the brew’s retronasal olfactory component, while the brew is in the mouth",en
"The perception coming from both the taste and the retronasal olfactory component caused by the remnants of the brew inside the mouth and throat, after the brew has been ejected or swallowed",en
"The perception of sour taste provoked by the brew, which may vary in intensity and character",en
The perception of gustatory or retronasal sweetness provoked by the brew,en
"The tactile perception of the brew while it is in the mouth, excluding the temperature perception",en
"It encompasses the brew’s weight and viscosity, its texture, and other tactile properties such as astringency (mouth-drying property)",en
"Assessed at the end of a cupping, to account for the whole tasting experience",en
Olfactory Category Examples,en
The descriptive assessment includes the use of olfactory category example references meant to illustrate the CATA descriptors used in the protocol,en
"includes Black Tea, Chamomile, Rose, and Jasmin as the notes belonging to the “Floral” category",en
"Acidity. The perception of sour taste provoked by the brew, which may vary in intensity and character. See 6.4. Assessed in step 3: liquoring.",en
Sweetness. The perception of gustatory or retronasal sweetness provoked by the brew.23 Assessed in step 3: liquoring.,en
6.2. Olfactory Category Examples,en
Acidity is usually considered one of coffee’s most important sensory attributes,en
"However, though the intensity of sourness is easy to understand, with organic acid solutions of various intensities (see 7",en
"2), the acidity’s character or quality is not easy to express",en
"Unfortunately, we have no sensory references for terms such as “juicy acidity” or “bright acidity,” and the use of organic acids as references tends to be misleading, as coffees often have a mixture of many different organic acids",en
24 Research is in progress to determine if sweetness in coffee is gustatory or actually from a cross-modal perception of sweet-smelling compounds,en
"In other words, if you think you are tasting malic acid because the acidity reminds you of green apple, there is a good chance it is not malic acid",en
Another problem with acidity descriptors is that fruit similes are often used,en
"Some people say “this coffee tastes like green apple” when they mean the acidity resembles that of a green apple, not that there are green apple notes in the retronasal flavor",en
"For that reason, using fruits to express a coffee’s acidity is not a very good practice, unless you specify that you are talking about acidity and not retronasal flavor",en
The beta version of the CVA’s Descriptive Assessment (April 2023) introduced two CATA boxes for “Dry acidity” and “Sweet acidity,en
Salty. 0.15% sodium chloride solution (use refined table salt).,en
Sour. 0.015% citric acid solution.,en
Sweet. 1.0% sucrose solution (use white sugar or refined sugar).24 Bitter. Dark roasted coffee (about Agtron 35).,en
Umami. 1.0% solution monosodium glutamate (MSG). 6.4. Acidity Terms,en
Acidity is usually considered one of coffee’s most important sensory attributes.,en
"Smooth (Velvety, Silky, Syrupy)",en
"For that reason, using fruits to express a coffee’s acidity is not a very good practice, unless you specify that you are talking about acidity and not retronasal flavor",en
The beta version of the CVA’s Descriptive Assessment (April 2023) introduced two CATA boxes for “Dry acidity” and “Sweet acidity,en
"With very little scientific research to offer sensory references for these terms, or to generally support the inclusion of these specific descriptors in an acidity CATA, the provisional standard (June 2024) removes them",en
"Therefore, cuppers shall use this section to describe the character of a sample’s acidity using only freely elicited descriptors",en
"Some of these terms, although common in certain cupping traditions, do not translate to other languages",en
Mouthfeel Terms,en
"The concept of body, which includes both the brew’s weight in the mouth and its texture, has been here expanded to “mouthfeel,” to include other tactile sensations such as astringency and “metallic feel",en
"This texture can also be exemplified by that of butter or cream, from the mouthfeel point of view",en
An aroma and mouthfeel associated with tin cans or aluminum foil,en
The descriptive assessment is a new addition to the activity of cupping,en
"As the survey about the SCA Cupping Protocol showed in 2021, the specialty coffee industry assigns much more importance to descriptive information or a coffee’s “sensory profile” than it did one or two decades ago",en
"Some descriptors recommended, although not scientifically proven, include: juicy, fruit-like, bright, tart, sharp, winey, vinegary, herbal, grassy, dry, etc",en
"Oily. The feel of the brew’s oils in the mouth, exemplified by coffee with a small amount of butter. This texture can also be exemplified by that of butter or cream, from the mouthfeel point of view.",en
"Smooth (Velvety, Silky, Syrupy). A smooth texture in the mouth, exemplified by a syrup.",en
Metallic. An aroma and mouthfeel associated with tin cans or aluminum foil.,en
"With the advent of the “Processing Revolution,”25 we could say the importance of descriptive information has surpassed that of the cupping score in many situations",en
The 2004 cupping protocol had a very superficial approach to descriptive information,en
"“Notes” about the coffee were freely elicited by cuppers and written on the form, sometimes as general notes and sometimes under specific cupping sections",en
"What is more, a cupper could deliver a cupping form with little or no descriptive notes whatsoever, as long as the cupping score was explicit",en
"However, for years cupping education has included training in descriptive sensory assessment, with the customary use of sensory references in standard cupping courses",en
"Mario Fernández-Alduenda, “Finding Your Way Around in the Processing Revolution,” Presentation delivered at the SCA’s Green Coffee Summit, August 26, 2021, published January 21, 2022, https://sca",en
"coffee/ sca-news/video/green-coffee-summit/finding-your-way-around-in-the-processing-revolution-mario-fernndez Joel Shuler, “Paradigm Shift: The Post-Harvest Processing Revolution,” Presentation delivered at the SCA’s Re:co Symposium, April 6, 2022, published October 15, 2022, https://sca",en
"coffee/sca-news/watch/video/ paradigm-shift-the-post-harvest-processing-revolution 26 Fernandez Alduenda, M",en
"“Effect of Processing on the Flavour Character of Arabica Coffee”, PhD thesis, University of Otago, New Zealand, 2015",en
"Research into the flavour profile of natural coffee, New Zealand Institute of Food Science & Technology Fernandez Alduenda, M",en
"Research into the flavour profile of natural coffee, New Zealand Institute of Food Science & Technology Fernandez Alduenda, M. R., Lusk,",en
"Instead of quantifying the intensity of specific sensory attributes, such as “chocolate” or “fruity,” the intensities rated are those of the cupping sections similar to those used by cuppers for years",en
"coffee/sca-news/watch/video/ paradigm-shift-the-post-harvest-processing-revolution 26 Fernandez Alduenda, M",en
"“Effect of Processing on the Flavour Character of Arabica Coffee”, PhD thesis, University of Otago, New Zealand, 2015",en
"Research into the flavour profile of natural coffee, New Zealand Institute of Food Science & Technology Fernandez Alduenda, M",en
"Descriptive Cupping: a rapid coffee flavour profiling method using the Specialty Coffee Association of America (SCAA) cupping protocol, Association for Science and Information on Coffee (ASIC) 2014 Conference, 8–13 September, 2014, Armenia, Colombia [oral presentation]",en
"Their output can be correlated with other layers of information, such as impression of quality, or specific factors or variables related to production or processing",en
"This is a rapid sensory profiling technique that can help identify key sensory characteristics of a product, though it does not rate their intensity",en
"The level of training required from tasters to use a CATA test is very low compared to traditional descriptive panels, as tasters are not asked to rate the intensity of an attribute, but rather just identify the attributes present in the sample",en
"The sensory assessment used in the value assessment system combines intensity ratings and CATA descriptions, seeking to offer cuppers a familiar descriptive approach",en
"Thus, the sections for which intensity is rated are fragrance, aroma, flavor, aftertaste, acidity, sweetness, and mouthfeel",en
"It is the total intensity of each section that is rated, i",en
", the total fragrance intensity, as opposed to the intensity of a specific fragrance note",en
"Before starting, the roast level of the sample is estimated visually, when applicable, and recorded",en
"Next, in the first step of the assessment, fragrance is assessed and its intensity rated",en
the characteristics found in the fragrance are marked in the CATA section for orthonasal characteristi,en
"As an example, if a coffee’s fragrance has a strong fruity note and a subtle chocolate note, the cupper would not rate the individual intensity of each characteristic, but the combined (total) intensity of the fragrance—how powerful t",en
"is the total intensity of each section that is rated, i",en
", the total fragrance intensity, as opposed to the intensity of a specific fragrance note",en
"Before starting, the roast level of the sample is estimated visually, when applicable, and recorded",en
"Next, in the first step of the assessment, fragrance is assessed and its intensity rated",en
the characteristics found in the fragrance are marked in the CATA section for orthonasal characteristics (below the fragrance and aroma intensity scales),en
"In the second step, the coffee is brewed, aroma is assessed, and its intensity rated",en
the characteristics found in the aroma are also marked in the same CATA section for orthonasal characteristics,en
"The intensity of flavor and aftertaste are rated, and their characteristics are checked in a CATA list that accounts for both flavor and aftertaste",en
"The acidity intensity is rated, and its characteristics are described through freely elicited terms",en
"The same is done for sweetness, while mouthfeel is rated in intensity, and its characteristics checked in the mouthfeel CATA list",en
"Most cuppers have received some kind of descriptive training, which usually includes training in intensity rating of some characteristics such as acidity, and the use of both sensory references and a lexicon to describe the coffee’s sensory characteristics qualitatively",en
"The signs of a high-performing descriptive cupper are, thus, consistency with their own intensity ratings and accuracy in the use of descriptors",en
"When cupping in a panel or group, the group’s results serve as a frame 27 See Coffee Sensory and Cupping Handbook (2021), chapter 14",en
"With increased training, a cupping group may achieve higher levels of consistency and agreement on both intensity ratings and the qualitative descriptors that best represent a coffee",en
Rating Intensity,en
"In traditional descriptive methods, the intensity of a sensory characteristic is usually rated using 15-point scales",en
"As they progress through the cupping sections, cuppers are required to assess the total intensity of each section using the 15-point scale",en
"is the total intensity of each section that is rated, i.e., the total fragrance intensity, as opposed to the intensity of a specific fragrance note.",en
"As they progress through the cupping sections, cuppers are required to assess the total intensity of each section using the 15-point scale",en
"As an example, if a coffee’s fragrance has a strong fruity note and a subtle chocolate note, the cupper would not rate the individual intensity of each characteristic, but the combined (total) intensity of the fragrance—how powerful the fragrance is, no mSCatAte rC iotsf bfeleen dV oafl ucoem Apsosneesnstsm",en
"Tehnist simplifies calibration, as cuppers don’t have to keep in mind a separate intensity scale for each sensory characteristic",en
"Combined Form Historically, cuppers have been trained to assess a section’s intensity using at least three levels—low, medium, and high",en
"It is easy for most cuppers to tell if a coffee’s acidity, for example, is low, medium, or high",en
"This is a first step to rate the section’s Name Date step, the intensity is fine-tuned within the selected range",en
"For example, if the acidity is medium-high, perhaps it could be rated between 7",en
FINAL Intensity 0 5 10 15 Figure 1,en
Intensity scale for “fragrance” on the descriptive assessment form,en
"FINAL Intensity 0 5 10 15 ☐AsFsloeraslsors may place a tick anywherNeo atelosng the intensity scale, even in between Notes ☐intFreugitye r☐ nBuermry b ☐erDsri",en
"e dh Foruwit e ☐veCirt,r ufso Frru tithe sake of simplicity, the integer number closest to ☐Sour/Fermented ☐Sour ☐Fermented the tick will be recorded as the cupper’s output",en
"If, for whatever reason, a cupper ☐Green/Vegetative changes their mind regarding a section’s intensity before the cupping is over, they ☐Other ☐Chemical ☐Musty/Earthy ☐Woody ☐shRaoalls taedd ☐d Cae rseael c☐onBudrn tm ☐aTrokba accnod show the direction of change with an arrow above the ☐scNaultety",en
FINAL Intensity 0 5 10 15,en
FINAL Intensity 0 5 10 15 ☐Floral Notes Notes ☐Fruity ☐Berry ☐Dried Fruit ☐Citrus Fruit ☐Sour/Fermented ☐Sour ☐Fermented ☐Green/Vegetative ☐Other ☐Chemical ☐Musty/Earthy ☐Woody ☐Roasted ☐Cereal ☐Burnt ☐Tobacco ☐Nutty/Cocoa ☐Nutty ☐Cocoa ☐Spice ☐Sweet ☐Vanilla/Vanillin ☐Brown Sugar A System to Assess Coffee Value 33 Main Tastes (2) ☐Salty ☐Sour ☐Sweet ☐Bitter ☐Umami,en
FINAL Intensity 0 5 10 15 Notes Notes,en
"FINAL Intensity 0 5 10 15 ☐Rough (Gritty, Chalky, Sandy) Notes Notes ☐Oily ☐Smooth (Velvety, Silky, Syrupy) ☐Mouth-Drying ☐Metallic",en
☐Spice ☐Sweet ☐Vanilla/Vanillin ☐Brown Sugar,en
"For Descriptive example, the berry, dried fruit, and citrus fruit subcaDteagteo r",en
"ky, Sandy) Notes Notes ☐Oily ☐Smooth (Velvety, Silky, Syrupy) ☐Mouth-Drying ☐Metallic",en
Fragrance and aroma box,en
This box is located below the intensity scales for fragrance and aroma,en
It includes a single list meant to encompass both orthonasal28 sections (fragrance and aroma),en
"The list includes the nine categories in the inner circle of the flavor wheel (floral, fruity, sweet, sour/fermented, green/ vegetative, nutty/cocoa, spicy, roasted, and other)",en
Flavor and aftertaste box,en
One is for the retronasal perceptions and the other is for the gustatory perceptions,en
"Th1e0 main tastes list, on 15 Intensity 0 5 10 15 the coffee from both the flavor and aftertaste sections",en
"It is the ☐Fruity ☐Berry ☐Dried Fruit ☐Citrus Fruit ☐Roasted ☐Cereal ☐Burnt ☐Tobacco same case for the other tastes: if a taste stands out in the sample, especially in the ☐Sour/Fermented ☐Sour ☐Fermented ☐Nutty/Cocoa ☐ Nutty ☐Cocoa co☐nGtreexent/ Voefge otattihveer coffees tasted, it s☐hSopuiceld be selected",en
"15 Intensity 0 5 10 15 Notes Intensity 0 5 10 15 ☐Rough (Gritty, Chalky, Sandy) ☐Smooth (Velvety, Silky, Syrupy) ☐Metallic ☐Oily ☐Mouth-Drying Intensity 0 5 10 15 Intensity 0 5 10 15 A System to A☐sseFslso rCaolffee Value 34 ☐Fruity ☐Berry ☐Dried Fruit ☐Citrus Fruit ☐Roasted ☐Cereal ☐Burnt",en
getative ☐Spice ☐Sweet ☐Other ☐Chemical ☐Musty/Earthy ☐Woody ☐Sweet ☐Vanilla/Vanillin ☐Brown Sugar retInrotnenassiatly perception0s are on the left and gustatory p5erception (Main Tastes (2)”) on t1h0e right,en
"As an example, if a conspicuous blueberry flavor is found, one would mark “berry” (and, “fruity”), and write down “blueberry” in the flavor and aftertaste box",en
"Note these options describe the mouthfeel quality, as its intensity (in the form of body level or thickness, for example) has been rated on the corresponding scale",en
"All the descriptive sections, including acidity and sweetness, allow cuppers to write down freely elicited descriptors",en
There are three situations when a written descriptor is in order: • When there are no CATA boxes to check (i,en
", in acidity and sweetness)",en
• When there is a very precise descriptor for the category box marked,en
"Here, the descriptor expands the meaning of the selected descriptor",en
"The affective assessment serves the same purpose as the 2004 SCA Cupping System, which is to rate a cupper’s impression of quality for a given coffee and to express it in the form of a total score",en
"For cuppers familiar with the 2004 SCA Cupping Protocol and Form, the following is a summary of changes:",en
"Cupping System, which is to rate a cupper’s impression of quality for a given coffee and to express it in the form of a total score",en
"For cuppers familiar with the 2004 SCA Cupping Protocol and Form, the following is a summary of changes:",en
The balance and clean cup sections have been removed,en
There is no space for calculating the cupping score on the form,en
"In the first step, fragrance is assessed and its impression of quality rated",en
"In the second step, the coffee is brewed, aroma is assessed, and its impression of quality rated",en
"The impression of quality for flavor, aftertaste, acidity, sweetness, and mouthfeel is rated",en
"3), the number of defective cups and the name of the defect are recorded",en
"Impression of Quality: A coffee taster’s opinion of the distinctiveness and desirability of a coffee cupping section, reflecting either their own preference or a known market preference",en
2. The balance and clean cup sections have been removed. Balance is now rated as,en
5. There is no space for calculating the cupping score on the form. The formula is,en
"Impression of Quality: A coffee taster’s opinion of the distinctiveness and desirability of a coffee cupping section, reflecting either their own preference or a known market preference.",en
☐Floral Notes Notes ☐Sour/Fermented ☐Sour ☐Fermented ☐Green/Vegetative ☐Other ☐Chemical ☐Musty/Earthy ☐Woody ☐Roasted ☐Cereal ☐Burnt ☐Tobacco ☐Nutty/Cocoa ☐Nutty,en
Some of these responses are natural (like an aversion to extreme bitterness or spoiled aromas) and others are cultural (learned ideas about what coffee “should” taste like),en
Impression of quality reflects the important human reaction to coffee as a complex food and is therefore a critical metric when evaluating coffee in a professional setting,en
"30 The center point of the 9-point scale is the number 5, which reflects “neither high nor low impression of quality”: a neutral assessment of a sensory attribute’s likability",en
"” Our cupping system automatically translates the output from 9-point scales to the 100-point scale, which is better known in coffee (section 8",en
"” 30 See Coffee Sensory and Cupping Handbook, section 13",en
SCA Coffee Value Assessment Combined Form Name Date Purpose Sample No,en
"If the impression oFfI NquAaLlity shifts as the coffee Intensity 0 5 10 15 cFoolos drowmn, a second bubble could be filled, signaling the direction of change with",en
"FINAL “final” impression of quality shall be written in the “final” box at the end of each Intensity 0 5 10 15 row, to express the final rating after the changes",en
SCA Coffee Value Assessment Combined Form Name Date Purpose Sample No.,en
"However, a coffee taster may be reflecting ☐Fruity ☐Berry ☐Dried Fruit ☐Citrus Fruit not only their own taste preferences, but taste preferences of others for whom they ☐Sour/Fermented ☐Sour ☐Fermented might be acting as a buyer or appraiser",en
"coffee/cuppingscore ☐Oily ☐Smooth (Velvety, Silky, Syrupy) ☐Mouth-Drying ☐Metallic
FINAL Notes
☐POTATO SCA Version 2 (June 2024), ©2024 the Specialty Coffee Association",en
"If the impression oFfI NquAaLlity shifts as the coffee Intensity 0 5 10 15 cFoolos drowmn, a second bubble could be filled, signaling the direction of change with",en
"FINAL “final” impression of quality shall be written in the “final” box at the end of each Intensity 0 5 10 15 row, to express the final rating after the changes",en
☐Floral Notes Notes ☐Sour/Fermented ☐Sour ☐Fermented ☐Green/Vegetative ☐Other ☐Chemical ☐Musty/Earthy ☐Woody ☐Roasted ☐Cereal ☐Burnt ☐Tobacco ☐Nutty/Cocoa ☐Nutty ☐Cocoa ☐Spice ☐Sweet ☐Vanilla/Vanillin ☐Brown Sugar,en
"FINAL Intensity 0 5 10 15 filling in the corresponding bubbles, with the option to note their “final” impression of quality over time in the “final” bubble Because impression of quality is based on affective responses to specific coffee ☐Floral Notes a N t o tr t i e b s utes, it is a subjective measure",en
"For example, a cupper might personally dislike earthy-tasting coffees, but recognize that certain consumer segments prize ☐Green/Vegetative this flavor and value it highly",en
"A cupper therefore might learn to recognize certain ☐Other ☐Chemical ☐Musty/Earthy ☐Woody sensory attributes as ones that others value, which is why there is a reference to ☐Roasted ☐Cereal ☐Burnt ☐Tobacco “a known market preference” in the definition",en
"This concept is known to some as ☐Nutty/Cocoa ☐Nutty ☐Cocoa “inter-subjectivity,” or the idea that an assessor might be able to, through learning ☐Spice and study, recognize flavors that are desirable to others",en
"Their assessment of a ☐Salty particular coffee should reflect either their own preference or a well-known market preference, but it should not be influenced by other cuppers in a group setting",en
"” There can be no calibration ☐Bitter in cupping, as there is no objective standard regarding the impression of quality",en
"However, cuppers along a ☐Umami A System to Assess Coffee Value FINAL 37 Intensity 0 5 10 15 Notes Notes",en
FINAL Intensity 0 5 10 15 Notes Notes,en
"FINAL Intensity 0 5 10 15 ☐Rough (Gritty, Chalky, Sandy) Notes NSoCAt Veerssion 2 (June 2024), ©2024 the Specialty Coffee Association",en
"As a ☐Sour ☐Sweet 31 Again, this is a new understanding of what used to be called “cupper calibration",en
"coffee/cuppingscore ☐Oily ☐Smooth (Velvety, Silky, Syrupy) ☐Mouth-Drying ☐Metallic",en
"n the form. If the impression oFfI NquAaLlity shifts as the coffee Intensity 0 5 10 15 cFoolos drowmn, a second bubble could be filled, signaling the direction of change with",en
"Learn more: sca.coffee/value-assessment Calculate total score: sca.coffee/cuppingscore ☐Oily ☐Smooth (Velvety, Silky, Syrupy) ☐Mouth-Drying ☐Metallic",en
"Examples: “too acidic,” “too fermented,” “not sweet enough,” “lacks body,” “well balanced",en
"For example: “the floral flavor makes it very elegant,” “the ashy aftertaste is disappointing,” “the silky body is its best quality",en
"coffee/cuppingscore ☐Oily ☐Smooth (Velvety, Silky, Syrupy) ☐Mouth-Drying ☐Metallic",en
"Learn more: sca.coffee/value-assessment Calculate total score: sca.coffee/cuppingscore ☐Oily ☐Smooth (Velvety, Silky, Syrupy) ☐Mouth-Drying ☐Metallic",en
"too much, too little or “just about right” of a certain character. Examples: “too acidic,” “too fermented,” “not sweet enough,” “lacks body,” “well balanced.”",en
"Some sensory attributes that used to be clearly considered as defects, such as overripe, or isovaleric acid, have now become controversial as natural and honey processing methods and more intense fermentations make their way to specialty coffee markets",en
"As a rule of thumb, “if you can’t identify it as a defect, it’s probably not a defect",en
"” On the other hand, care should be taken to avoid categorizing all “funny flavors” under a large defect name umbrella, such as “phenolic",en
"” In other words, before a “defect” is penalized as defective, the cupper shall be clear that the “undesirable flavor” is indeed a defect and should be able to identify such flavor in a very specific way, avoiding catch-all terms",en
"Whenever a defect is found in one or more of the cupping cups, the affective assessment form requires two fields to be filled out: the defective cups and the defect type (potato, moldy, or phenolic)",en
"he cupper shall be clear that the “undesirable flavor” is indeed a defect and should be able to identify such flavor in a very specific way, avoiding catch-all terms",en
"Whenever a defect is found in one or more of the cupping cups, the affective assessment form requires two fields to be filled out: the defective cups and the defect type (potato, moldy, or phenolic)",en
"In the “number of cups” field, the cupper shall mark the boxes corresponding to the cups where a defect is present",en
"For example, if a defect is found in cups 1 and 5, the first and fifth boxes shall be marked",en
"Finally, the type of the defect shall be clearly identified from the “defect type” options",en
"Though this is not the ideal situation from the sensory science point of view, uniformity is an advantage given by cupping methods (in which each cup is ground independently) that is seized in this methodology, as it is an indication of the lot’s uniformity",en
"Sometimes, there may be brewing errors that impact the intensity of a coffee’s sensory attributes",en
"For that reason, quantitative differences among cups, in which the same attributes are perceived at higher or lower intensity, should A System to Assess Coffee Value 39",en
The Cupping Score,en
"Most coffees evaluated according to the 2004 cupping protocol ranged between 80 and 88 in cupping scores, with very few exceptions scoring below 79 or above",en
